Matricula,Modelo,Clasificación Energética, Consumo MIN, Consumo MAX, Emisiones MIN (gCO2/km), Emisiones MAX (gCO2/km), Motorización,kw_minimo,kw_maximo
4925 AAB,"Renault Captur CP1 TCe 67kW (90CV) Dfull (semi: LIAM6H6 6US, ZEAM6H6 6US, ITAM6H6 6US)",C,5.8,6.2,130.0,141.0,Gasolina,67.0,67.0
4926 AAB,Renault Captur CP1 TCe 74 kW (100CV) (semi: ITAMTH5 6TH RALU 18 con PREM01),C,5.9,6.4,133.0,144.0,Gasolina,74.0,74.0
4927 AAB,Renault Captur CP1 TCe 74 kW (100CV) (semi: ITAMTH5 6TH RALU 18),C,5.9,6.4,133.0,144.0,Gasolina,74.0,74.0
4928 AAB,"Renault Captur CP1 TCe 74 kW (100CV) (semi: LIAMTH5 6TH, ZEAMTH5 6TH, ITAMTH5 6TH con PREM01)",C,5.9,6.4,133.0,144.0,Gasolina,74.0,74.0
4929 AAB,"Renault Captur CP1 TCe 74 kW (100CV) (semi: LIAMTH5 6TH, ZEAMTH5 6TH, ITAMTH5 6TH)",C,5.9,6.4,133.0,144.0,Gasolina,74.0,74.0
4930 AAB,"Renault Captur CP1 TCe 96 kW (130CV) EDC GPF (semi: ITAMFHA 6TH, IT2MFHA 6TH RALU18)",D,6.2,6.6,139.0,150.0,Gasolina,96.0,96.0
4931 AAB,"Renault Captur CP1 TCe 96 kW (130CV) EDC GPF (semi: ITAMFHA 6TH, IT2MFHA)",D,6.2,6.6,139.0,150.0,Gasolina,96.0,96.0
4932 AAB,Renault Captur CP1 TCe 96 kW (130CV) GPF (semi: ITAMFH6 6TH RALU18 con PREM01,D,6.2,6.7,141.0,152.0,Gasolina,96.0,96.0
4933 AAB,Renault Captur CP1 TCe 96 kW (130CV) GPF (semi: ITAMFH6 6TH RALU18),D,6.2,6.7,141.0,152.0,Gasolina,96.0,96.0
4934 AAB,"Renault Captur CP1 TCe 96 kW (130CV) GPF (semi: ZEAMFH6 6TH, ITAMFH6 6TH)",D,6.2,6.7,141.0,152.0,Gasolina,96.0,96.0
4935 AAB,"Renault Captur CP1 TCe 96 kW (130CV) GPF (semi:ZEAMFH6 6TH, ITAMFH6 6TH con PREM01",D,6.2,6.7,141.0,152.0,Gasolina,96.0,96.0
4936 AAB,Renault Captur HJB TCe 100CV (semi: ITAMTH5 6TH RALU 18 con PREM01),C,5.9,6.4,133.0,144.0,Gasolina,,
4937 AAB,Renault Captur HJB TCe 100CV (semi: ITAMTH5 6TH RALU 18),C,5.9,6.4,133.0,144.0,Gasolina,,
4938 AAB,"Renault Captur HJB TCe 100CV (semi: LIAMTH5 6TH, ZEAMTH5 6TH, ITAMTH5 6TH con PREM01)",C,5.9,6.4,133.0,144.0,Gasolina,,
4939 AAB,"Renault Captur HJB TCe 100CV (semi: LIAMTH5 6TH, ZEAMTH5 6TH, ITAMTH5 6TH)",C,5.9,6.4,133.0,144.0,Gasolina,,
4940 AAB,Renault Captur HJB TCe 130CV (semi: ITAMFH6 6TH RALU18 con PREM01),D,6.2,6.7,141.0,152.0,Gasolina,,
4941 AAB,Renault Captur HJB TCe 130CV (semi: ITAMFH6 6TH RALU18),D,6.2,6.7,141.0,152.0,Gasolina,,
4942 AAB,"Renault Captur HJB TCe 130CV (semi: ITAMFHA 6TH, IT2MFHA 6TH RALU18)",D,6.2,6.6,139.0,150.0,Gasolina,,
4943 AAB,"Renault Captur HJB TCe 130CV (semi: ITAMFHA 6TH, IT2MFHA 6TH)",D,6.2,6.6,139.0,150.0,Gasolina,,
4944 AAB,"Renault Captur HJB TCe 130CV (semi: ZEAMFH6 6TH, ITAMFH6 6TH con PREM01)",D,6.2,6.7,141.0,152.0,Gasolina,,
4945 AAB,"Renault Captur HJB TCe 130CV (semi: ZEAMFH6 6TH, ITAMFH6 6TH ITAMFH6 6TH RALU18)",D,6.2,6.7,141.0,152.0,Gasolina,,
4946 AAB,"Renault Captur HJB TCe 130CV EDC (semi: ITAMFHA 6TH, IT2MFHA 6TH RALU18)",D,6.2,6.6,139.0,150.0,Gasolina,,
4947 AAB,"Renault Captur HJB TCe 130CV EDC (semi: ITAMFHA 6TH, IT2MFHA 6TH)",D,6.2,6.6,139.0,150.0,Gasolina,,
4948 AAB,"Renault Captur HJB TCe 155CV EDC (semi: ITAMNHA 6TH, IT2MNHA 6TH con PREM01)",D,6.2,6.6,139.0,150.0,Gasolina,,
4949 AAB,"Renault Captur HJB TCe 155CV EDC (semi: ITAMNHA 6TH, IT2MNHA 6TH RALU18 con PREM01)",D,6.2,6.6,139.0,150.0,Gasolina,,
4950 AAB,"Renault Captur HJB TCe 155CV EDC (semi: ITAMNHA 6TH, IT2MNHA 6TH RALU18)",D,6.2,6.6,139.0,150.0,Gasolina,,
4951 AAB,"Renault Captur HJB TCe 155CV EDC (semi: ITAMNHA 6TH, IT2MNHA 6TH)",D,6.2,6.6,139.0,150.0,Gasolina,,
4952 AAB,Renault Captur J87 fase 2 Energy TCe 66kW (90CV) - 18 (Semi: 2E1A NF M con llanta 16),D,6.2,6.4,139.0,144.0,Gasolina,66.0,66.0
4953 AAB,Renault Captur J87 fase 2 Energy TCe 66kW (90CV) - 18 (Semi: 2E2B NF M y Semi: 2E3A1 NF M),D,6.2,6.4,139.0,144.0,Gasolina,66.0,66.0
4954 AAB,Renault Captur J87 fase 2 TCe GPF 110kW (150CV) -18 (Semi: 2E3A1 JS M6 y Semi: 2BA4 JS M6),D,6.4,6.7,144.0,152.0,Gasolina,110.0,110.0
4955 AAB,Renault Captur J87 fase 2 TCe GPF 110kW (150CV) EDC -18 (Semi: 2E3A1 JS A y Semi:2BA4 JS A),D,6.4,6.8,145.0,153.0,Gasolina,110.0,110.0
4956 AAB,Renault Captur J87 fase 2 TCe GPF 96kW (130CV)-18 (Semi: 2E3A1 NE M6),D,6.4,6.8,144.0,153.0,Gasolina,96.0,96.0
4957 AAB,Renault Captur J87 fase 2 TCe GPF 96kW (130CV)-18 (Semi: 2LTD NE M6 PNRR07),D,6.4,6.8,144.0,153.0,Gasolina,96.0,96.0
4958 AAB,"Renault Clio CL5 SCe 49kW (65CV) (semi: E1M MG 6U S, 2B1M MG 6U S, E2M MG 6U S, E1W MG 6U S)",C,5.1,6.0,116.0,136.0,Gasolina,49.0,49.0
4959 AAB,"Renault Clio CL5 SCe 49kW (65CV) (semi: LIF MG 6US,BU1 MG 6US, ZEN MG 6US)",C,5.1,6.0,116.0,136.0,Gasolina,49.0,49.0
4960 AAB,Renault Clio CL5 SCe 49kW (65CV) (semi:E1M MG 6U S),C,5.1,6.0,116.0,136.0,Gasolina,49.0,49.0
4961 AAB,"Renault Clio CL5 SCe 49kW (67CV) (Semi : LIF MG 6US, BU1 MG 6US ,ZEN MG 6US )",C,5.1,6.0,116.0,136.0,Gasolina,49.0,49.0
4962 AAB,"Renault Clio CL5 SCe 53 kW (72CV) (semi: LIF M5 6T,BU1 M5 6T, ZEN M5 6T )",C,5.4,6.1,120.0,136.0,Gasolina,53.0,53.0
4963 AAB,Renault Clio CL5 TCe 100 X-Tronic (semi: INT MTX6T RSL MTX6T),D,5.8,6.5,131.0,147.0,Gasolina,,
4964 AAB,Renault Clio CL5 Tce 103 kW (140CV) (Semi: E3W N0 6U S),C,6.0,5.3,119.8,135.8,Gasolina,103.0,103.0
4965 AAB,"Renault Clio CL5 Tce 103 kW (140CV) Dfull (semi: E3M N0 6U S, 2RLM N0 6U S, RLM N0 6U S)",C,5.3,6.0,119.8,135.3,Gasolina,103.0,103.0
4966 AAB,"Renault Clio CL5 TCe 67 kW (90CV) (Semi : E2M MT 6U S, LT1 MT 6U S, E3M MT 6U S, RLM MT 6U S)",C,5.2,5.8,116.6,131.9,Gasolina,67.0,67.0
4967 AAB,"Renault Clio CL5 TCe 67 kW (90CV) (Semi : LS1 MT 6U S ,LS1 MT 6U S,INT MT 6U S, RSL MT 6U S)",C,5.2,5.8,116.6,131.9,Gasolina,67.0,67.0
4968 AAB,"Renault Clio CL5 TCe 67 kW (90CV) (Semi : LS1 MT 6U S, INT MT 6U S, RSL MT 6U S, B1M MT 6U S)",C,5.2,5.8,116.6,131.9,Gasolina,67.0,67.0
4969 AAB,Renault Clio CL5 TCe 67 kW (90CV) (Semi : ZEN MT 6U S),C,5.2,5.8,116.6,131.9,Gasolina,67.0,67.0
4970 AAB,"Renault Clio CL5 TCe 67 kW (90CV) (semi: E2W M6 6U S, BLW M6 6U S, E3W M6 6U S, E2W M6 6W S, E3W M6 6W S)",C,5.2,5.8,116.6,131.9,Gasolina,67.0,67.0
4971 AAB,"Renault Clio CL5 TCe 67 kW (90CV) (semi: E3M M6 6U S,RLM M6 6U S,2RLM M6 6U S,2B1M M6 6U S,4B1M M6 6U S)",C,5.2,5.8,116.6,131.9,Gasolina,67.0,67.0
4972 AAB,"Renault Clio CL5 TCe 67 kW (90CV) (semi:2B1M MT 6U S,B1M M6 6U S,E2M M6 6U S,LT1 M6 6U S)",C,5.2,5.8,116.6,131.9,Gasolina,67.0,67.0
4973 AAB,Renault Clio CL5 TCe 67 kW (90CV) (semi:2RLM MT 6U S),C,5.2,5.8,116.6,131.9,Gasolina,67.0,67.0
4974 AAB,"Renault Clio CL5 TCe 67 kW (90CV) X-Tronic (semi: E3M MTX6U S, E3M M6X6U S)",D,5.7,6.4,128.3,144.7,Gasolina,67.0,67.0
4975 AAB,"Renault Clio CL5 TCe 74 kW (100CV) (semi: ZEN MT 6T, INT MT 6T,RSL MT 6T)",C,5.2,5.9,118.0,132.0,Gasolina,74.0,74.0
4976 AAB,"Renault Clio CL5 TCe 96 kW (130CV) EDC GPF (semi: INT MFA6T, RSL MFA6T )",D,5.7,6.3,129.0,142.0,Gasolina,96.0,96.0
4977 AAB,"Renault Clio fase 2 CL5 TCe 67 kW (90CV) (semi: E2W M6 6W S, E3W M6 6W S, R3W M6 6W S)",C,5.2,5.8,116.6,131.9,Gasolina,67.0,67.0
4978 AAB,Renault Clio V Sce 53 kW (72CV) (Semi : LIF M5 6T: BU1 M5 6T: ZEN M5 6T),C,5.4,6.1,120.0,136.0,Gasolina,53.0,53.0
4979 AAB,"Renault Clio V Tce 74 kW (100CV) GPF (semi: ZEN MT 6T, INT MT 6T y RSL MT 6T)",C,5.1,5.8,116.0,130.0,Gasolina,74.0,74.0
4980 AAB,"Renault Clio V Tce 74 kW (100CV) GPF (semi: ZEN MT 6T, INT MT 6T, RSL MT 6T)",C,5.1,5.8,116.0,130.0,Gasolina,74.0,74.0
4981 AAB,Renault Clio V TCe 96 kW (130CV) EDC GPF (semi: INT MFA6T y RSL MFA6T),D,5.7,6.3,129.0,142.0,Gasolina,96.0,96.0
4982 AAB,"Renault Clio V TCe 96 kW (130CV) EDC GPF (semi: INT MFA6T,RSL MFA6T)",D,5.7,6.3,129.0,142.0,Gasolina,96.0,96.0
4983 AAB,Renault Espace SP5 (fase 2) Blue dCi 139 kW (190CV) EDC 5 plazas 4RD Dfull (semi: IP AL A U SB),B,6.5,7.0,170.0,183.0,Gasolina,139.0,139.0
4984 AAB,Renault Espace SP5 (fase 2) TCe 165 kW (225cv) EDC GPF 5 plazas 4RD (semi: IP M1 A T ZN M1 A T Opc. RALU19 +4ROUDI),D,8.3,8.7,187.0,197.0,Gasolina,165.0,165.0
4985 AAB,Renault Espace SP5 (fase 2) TCe 165 kW (225cv) EDC GPF 7 plazas (semi: ZN M1 A T Opc. 2P3RAN),D,8.3,8.7,187.0,197.0,Gasolina,165.0,165.0
4986 AAB,Renault Espace SP5 (fase 2) TCe 165 kW (225cv) EDC GPF 7 plazas 4RD (semi: ZN M1 A T Opc. 2P3RAN + Opc. RALU19 + 4ROUDI),D,8.3,8.7,187.0,197.0,Gasolina,165.0,165.0
4987 AAB,"Renault Espace SP5 (fase 2) TCe 165 kW (225cv) EDC GPF 7 plzs 4RD(semi:IP M1 AT Opc2P3RAN, IP M1 AT Opc2P3RAN+OpcRALU19+4ROUDI)",D,8.3,8.7,187.0,197.0,Gasolina,165.0,165.0
4988 AAB,Renault Espace SP5 (fase 2) Tce GPF 165 kW (225cv) EDC 5 plazas (semi: ZN M1 A T),D,8.3,8.7,187.0,197.0,Gasolina,165.0,165.0
4989 AAB,Renault Espace SP5 TCe 165 kW (225cv) EDC GPF 5 plazas 4RD (semi: SLD M1 A77 (OPC 4ROUDI)IP M1 A 8,D,8.3,8.3,188.0,199.0,Gasolina,165.0,165.0
4990 AAB,Renault Espace SP5 TCe 165 kW (225cv) EDC GPF 7 plazas (semi: SLD M1 A77 (OPC 2P3RAN),D,8.3,8.3,188.0,199.0,Gasolina,165.0,165.0
4991 AAB,Renault Espace SP5 TCe 165 kW (225cv) EDC GPF 7 plazas 4RD (semi: SLD M1 A77 (OPC 2P3RAN)IP M1 A 8 (OPC 2P3RAN),D,8.3,8.3,188.0,199.0,Gasolina,165.0,165.0
4992 AAB,Renault Espace SP5 Tce GPF 165 kW (225cv) EDC 5 plazas (semi: SLD M1 A77,C,8.4,7.9,179.0,190.0,Gasolina,165.0,165.0
4993 AAB,Renault Espace SP5 Tce GPF 165 kW (225cv) EDC 5 plazas (semi: SLD M1 A77 (OPC RALU17),D,8.3,8.3,188.0,199.0,Gasolina,165.0,165.0
4994 AAB,Renault Espace SP5 Tce GPF 165 kW (225cv) EDC 5 plazas (Semi: SLD M1 A77 opc. llanta 17),D,8.3,8.8,188.0,199.0,Gasolina,165.0,165.0
4995 AAB,Renault Espace SP5 Tce GPF 165 kW (225cv) EDC 5 plazas (Semi: SLD M1 A77),D,8.3,8.8,188.0,199.0,Gasolina,165.0,165.0
4996 AAB,"Renault Espace SP5 Tce GPF 165 kW (225cv) EDC 5 plazas (Semi:SLD M1 A77 ,OPC RALU17)",D,8.3,8.3,188.0,199.0,Gasolina,165.0,165.0
4997 AAB,Renault Espace SP5 Tce GPF 165 kW (225cv) EDC 5 plazas 4RD,D,8.3,8.8,188.0,199.0,Gasolina,165.0,165.0
4998 AAB,"Renault Espace SP5 Tce GPF 165 kW (225cv) EDC 5 plazas 4RD (Semi: SLD M1 A77 OPC 4ROUDI, IP M1 A 8)",D,8.3,8.3,188.0,199.0,Gasolina,165.0,165.0
4999 AAB,Renault Espace SP5 Tce GPF 165 kW (225cv) EDC 7 plazas (Semi: SLD M1 A77 (OPC 2P3RAN)),D,8.3,8.8,188.0,199.0,Gasolina,165.0,165.0
5000 AAB,Renault Espace SP5 Tce GPF 165 kW (225cv) EDC 7 plazas 4RD,D,8.3,8.8,188.0,199.0,Gasolina,165.0,165.0
5009 AAB,"Renault Grand Scenic 5p SL4 (MY21) TCe 103kW (140CV) EDC GPF Dfull MY21 (Semi: LTD2E NBA6US,EA3E NBA6US,BLAE NBA6US)",B,6.5,6.9,147.0,156.0,Gasolina,103.0,103.0
5010 AAB,"Renault Grand Scenic 5p SL4 (MY21) TCe 103kW (140CV) GPF Dfull MY21 (Semi: LTD2E NBM6US,EA3E NBM6US,BLAE NBM6US)",B,6.3,6.8,143.0,154.0,Gasolina,103.0,103.0
5011 AAB,Renault Grand Scenic 5p SL4 (MY21) TCe 117kW (160CV) EDC GPF Dfull MY21 (Semi: EA3E NCA6US BLAE NCA6US),B,6.5,6.9,146.0,156.0,Gasolina,117.0,117.0
5012 AAB,"Renault Grand Scenic 7p SL4 (MY21) TCe 103kW (140CV) EDC GPF Dfull MY21 (ALT02) (semi: LTD2E NBA6US, EA3E NBA6US, BLAE NBA6US)",B,6.5,6.9,147.5,156.0,Gasolina,103.0,103.0
5013 AAB,"Renault Grand Scenic 7p SL4 (MY22) TCe 103kW (140CV) EDC GPF Dfull MY22 (semi: EA2Y NBA6US, EA3Y NBA6US)",B,6.5,6.9,147.5,156.0,Gasolina,103.0,103.0
5014 AAB,"Renault Grand Scenic 7p SL4 (MY22) TCe 103kW (140CV) GPF Dfull MY22 (semi: EA2Y NBM6US, EA3Y NBM6US)",B,6.3,6.8,143.0,154.0,Gasolina,103.0,103.0
5015 AAB,Renault Grand Scenic 7p SL4 (MY22) TCe 117kW (160CV) EDC GPF Dfull MY22 (semi: EA3YE NCA6US),B,6.5,6.9,146.0,156.0,Gasolina,117.0,117.0
5016 AAB,"Renault Grand Scénic 7p SL4 TCe 103kW (140CV) EDC GPF (semi: EA3 NBA6T,2EA3 NBA6T,BLA NBA6T)",C,6.8,7.4,155.0,168.0,Gasolina,103.0,103.0
5017 AAB,Renault Grand Scénic 7p SL4 TCe 103kW (140CV) EDC GPF (semi: LTD NBA6T),C,6.8,7.4,155.0,168.0,Gasolina,103.0,103.0
5018 AAB,"Renault Grand Scénic 7p SL4 TCe 103kW (140CV) GPF (semi: LTDH NBM6T,2EA3H NBM6T,BLAH NBM6T)",B,6.2,7.1,139.0,161.0,Gasolina,103.0,103.0
5019 AAB,"Renault Grand Scénic 7p SL4 TCe 117kW (160CV) EDC GPF (semi: EA3 NCA6T,2EA3 NCA6T,BLA NCA6T )",C,6.8,7.4,155.0,168.0,Gasolina,117.0,117.0
5020 AAB,"Renault Grand Scénic 7p SL4 TCe 117kW (160CV) GPF (semi: EA3 NCM6T,2EA3 NCM6T,BLA NCM6T)",C,6.8,7.2,153.0,163.0,Gasolina,117.0,117.0
5021 AAB,"Renault Grand Scénic 7p SL4 TCe 85kW (115CV) GPF (semi: EA1 N9M6T RTOL20 serie,2EA1 N9M6T RTOL20 serie)",C,6.7,7.3,151.0,164.0,Gasolina,85.0,85.0
5022 AAB,Renault Grand Scénic 7p SL4 TCe GPF 103kW AUTOMATICA (140CV) - 18 (EA3 NBA6T (con Multisense)),C,7.0,7.5,159.0,170.0,Gasolina,103.0,103.0
5023 AAB,Renault Grand Scénic 7p SL4 TCe GPF 103kW AUTOMATICA (140CV) - 18 (Semi: EA3 NBA6T con Multisense),C,7.0,7.5,156.0,166.0,Gasolina,103.0,103.0
5024 AAB,Renault Grand Scénic 7p SL4 TCe GPF 103kW AUTOMATICA (140CV) - 18 (Semi: LTD NBA6T),C,6.8,7.4,155.0,168.0,Gasolina,103.0,103.0
5025 AAB,Renault Grand Scénic 7p SL4 TCe GPF 103kW AUTOMATICA (140CV) - 18 EA3 NBA6T (con Multisense),C,6.8,7.4,155.0,168.0,Gasolina,103.0,103.0
5026 AAB,Renault Grand Scénic 7p SL4 TCe GPF 103kW AUTOMATICA (140CV) -18 EA3 NBA6T(Multis.),D,6.8,7.4,155.0,168.0,Gasolina,103.0,103.0
5027 AAB,"Renault Grand Scénic 7p SL4 TCe GPF 103kW AUTOMATICA (140CV) (Semi: EA3 NBA6T,2EA3 NBA6T,BLA NBA6T)",C,7.0,7.5,159.0,170.0,Gasolina,103.0,103.0
5028 AAB,"Renault Grand Scénic 7p SL4 TCe GPF 103kW AUTOMATICA (140CV) (Semi: LTD NBM6T,EA3 NBM6T,2EA3 NBM6T,BLA NBM6T)",C,6.7,7.2,151.0,163.0,Gasolina,103.0,103.0
5029 AAB,Renault Grand Scénic 7p SL4 TCe GPF 103kW MANUAL (140CV) - 18,C,6.7,7.2,151.0,163.0,Gasolina,103.0,103.0
5030 AAB,Renault Grand Scénic 7p SL4 TCe GPF 103kW MANUAL (140CV) - 18 (SEMI: LTD NBM6T Y EA3 NBM6T),C,6.7,7.2,136.0,141.0,Gasolina,103.0,103.0
5031 AAB,"Renault Grand Scénic 7p SL4 TCe GPF 103kW MANUAL (140CV) (semi: LTD NBM6T, EA3 NBM6T,2EA3 NBM6T,BLA NBM6T)",C,6.7,7.2,151.0,163.0,Gasolina,103.0,103.0
5032 AAB,Renault Grand Scénic 7p SL4 TCe GPF 117kW AUTOMÁTICA (160CV) - 18,C,7.0,7.7,159.0,175.0,Gasolina,117.0,117.0
5033 AAB,Renault Grand Scénic 7p SL4 TCe GPF 117kW AUTOMÁTICA (160CV) - 18 (Semi: EA3 NCA6T con Multisense),C,6.8,7.4,159.0,175.0,Gasolina,117.0,117.0
5034 AAB,Renault Grand Scénic 7p SL4 TCe GPF 117kW AUTOMÁTICA (160CV) - 18 EA3 NCA6T (con Multisense),C,6.9,7.4,155.0,168.0,Gasolina,117.0,117.0
5035 AAB,"Renault Grand Scénic 7p SL4 TCe GPF 117kW AUTOMÁTICA (160CV) (Semi: EA3 NCA6T ,2EA3 NCA6T ,BLA NCA6T)",C,6.8,7.4,155.0,168.0,Gasolina,117.0,117.0
5036 AAB,Renault Grand Scénic 7p SL4 TCe GPF 117kW MANUAL (160CV) - 18,C,6.8,7.2,153.0,163.0,Gasolina,117.0,117.0
5037 AAB,Renault Grand Scénic 7p SL4 TCe GPF 117kW MANUAL (160CV) - 18 (semi: EA3 NCM6T),C,6.7,7.3,151.0,164.0,Gasolina,117.0,117.0
5038 AAB,"Renault Grand Scénic 7p SL4 TCe GPF 117kW MANUAL (160CV) (Semi: EA3 NCM6T ,2EA3 NCM6T,BLA NCM6T)",C,6.8,7.2,153.0,163.0,Gasolina,117.0,117.0
5039 AAB,"Renault Grand Scénic 7p SL4 TCe GPF 85kW (115CV) (Semi: EA1 N9M6T RTOL20 serie), 2EA1 N9M6T RTOL20 serie)",C,6.7,7.3,151.0,164.0,Gasolina,85.0,85.0
5040 AAB,Renault Grand Scénic 7p SL4 TCe GPF 85kW (115CV) - 18 (Semi: EA1 N9M6T con llanta 20 de serie),C,6.7,7.3,151.0,164.0,Gasolina,85.0,85.0
5041 AAB,Renault Grand Scénic 7p SL4 TCe GPF 85kW (115CV) - 18 (Semi: EA1 N9M6T con llanta 20 opcional),C,6.7,7.3,151.0,164.0,Gasolina,85.0,85.0
5042 AAB,"Renault Grand Scénic 7p SL4 Tce GPF 85kW (115CV) (Semi: EA1 N9M6T (RTOL20 serie), 2EA1 N9M6T (RTOL20 serie)",D,6.7,7.3,151.0,164.0,Gasolina,85.0,85.0
5043 AAB,"Renault Grand Scénic 7p SL4 Tce GPF 85kW (115CV) (Semi: EA1 N9M6T RTOL20 serie,2EA1 N9M6T RTOL20 serie)",C,6.7,7.3,151.0,164.0,Gasolina,85.0,85.0
5044 AAB,"Renault KANGOO COMBI KK1 1.3 TCe 96kw (130cv) (semi: K1B1MB 6U SB, K1B3MB 6U SB)",D,7.1,8.7,149.8,174.0,Gasolina,,
5045 AAB,"Renault KANGOO COMBI KK1 1.3 TCe 96kW (130CV) FAP (semi: K1E1MB 6U SB,K1E2MB 6U SB,K1E3MB 6U SB)",C,6.6,7.7,149.8,174.0,Gasolina,96.0,96.0
5046 AAB,"Renault KANGOO COMBI KK1 1.3 TCe 96kW (130CV) FAP (semi: K1S1MB 6U SB , K1S2MB 6U SB , K1E3MB 6U SB)",C,6.6,7.7,149.8,174.0,Gasolina,96.0,96.0
5047 AAB,"Renault KANGOO COMBI KK1 1.3 TCe 96kW (130CV) FAP EDC (semi: K1E1MB 6UASB, K1E2MB 6UASB, K1E3MB 6UASB)",D,6.7,7.9,150.9,178.4,Gasolina,96.0,96.0
5048 AAB,"Renault KANGOO COMBI KK1 1.3 TCe 96kw (130cv) L2 (semi: K2B1MB 6W SB,K2B3MB 6W SB, K2B3MB 6WASB)",C,7.1,8.7,149.8,174.0,Gasolina,,
5089 AAB,"Renault Koleos HZG TCe 116KW (160CV) EDC 4X2 (semi: EUA2BN26UA2S, EUA3BN26UA2S, UBIPCN26UA2S)",C,6.6,6.9,150.5,155.5,Gasolina,,
5090 AAB,"Renault Koleos HZG TCe 116KW (160CV) EDC 4X2 Dfull (semi: EUA2 N26UA2S,EUA3 N26UA2S,EUIP N26UA2S,EUIPCN26UA2S)",C,6.8,6.8,153.0,153.0,Gasolina,,
5091 AAB,Renault Megane Berlina MB4 (Fase 2) R.S. TCe 221 kW (300CV) EDC GPF DFULL (Semi : 2RS1 M8A6US),F,8.4,8.6,193.9,188.6,Gasolina,221.0,221.0
5092 AAB,Renault Megane Berlina MB4 (Fase 2) R.S. TROPHY TCe 221 kW (300CV) EDC GPF (Semi : 2HER M8A6US),F,8.4,8.6,188.6,193.9,Gasolina,221.0,221.0
5093 AAB,Renault Megane Berlina MB4 (Fase 2) TCe 103 kW (140 cv) EDC GPF (semi: 2EA3 NBA6USA),C,5.8,6.3,132.0,142.0,Gasolina,103.0,103.0
5094 AAB,"Renault Megane Berlina MB4 (Fase 2) TCe 103 kW (140 cv) GPF DFULL (semi: 2EA2 NBM6USY, 2EA3 NBM6USY, 2RSL NBM6USY,2EA3FNBM6USY)",B,5.7,6.2,129.0,141.0,Gasolina,103.0,103.0
5095 AAB,"Renault Megane Berlina MB4 (Fase 2) TCe 103 kW (140 cv) GPF DFULL (semi: 2EA2 NBM6USZ, 2EA3 NBM6USZ, 2EA3FNBM6USZ, 2EA3FNBM6USZ)",B,5.7,6.2,129.0,141.0,Gasolina,103.0,103.0
5096 AAB,Renault Megane Berlina MB4 (Fase 2) TCe 103 kW (140 cv) GPF DFULL (semi: 2RSL NBM6USC opc RALU18),B,5.7,6.2,129.0,141.0,Gasolina,103.0,103.0
5097 AAB,Renault Megane Berlina MB4 (Fase 2) TCe 103 kW (140 cv) GPF DFULL (semi: 2RSL NBM6USC),B,5.7,6.2,129.0,141.0,Gasolina,103.0,103.0
5098 AAB,"Renault Megane Berlina MB4 (Fase 2) TCe 103 kW (140 cv)GPF Dfull(semi:2EA2 NBM6USC,2RSL NBM6USC)",B,5.7,6.2,129.0,141.0,Gasolina,103.0,103.0
5099 AAB,"Renault Megane Berlina MB4 (Fase 2) TCe 117 kW (160 cv) EDC GPF DFULL (semi: 2EA3 NBA6US, 2EA3 NBA6USY)",C,5.8,6.3,132.0,142.0,Gasolina,117.0,117.0
5100 AAB,Renault Megane Berlina MB4 (Fase 2) TCe 117 kW (160 cv) EDC GPF DFULL (semi: 2RSL NCA6USC),C,5.9,6.2,133.0,141.0,Gasolina,117.0,117.0
5101 AAB,"Renault Megane Berlina MB4 (Fase 2) TCe 85 kW (115CV) GPF (semi: 2EA1 MDM6US, 2EA2 MDM6USC,2EA2 MDM6USY)",B,5.6,6.1,125.9,139.0,Gasolina,85.0,85.0
5102 AAB,"Renault Megane Berlina MB4 (Fase 2) TCe 85 kW (115CV) GPF (semi:, 2EA2HMDM6USY PROJA, 2EA2HMDM6USY PROJAB)",B,5.6,6.1,125.9,139.0,Gasolina,85.0,85.0
5103 AAB,Renault Megane MB4 (Fase 2) R.S. TCe 221 kW (300CV) EDC GPF (SEMI:2RS1 M8A6TS opc RALU19),E,8.3,8.6,189.0,195.0,Gasolina,221.0,221.0
5104 AAB,Renault Megane MB4 (Fase 2) R.S. TCe 221 kW (300CV) EDC GPF (SEMI:2RS1 M8A6TS),E,8.3,8.6,189.0,195.0,Gasolina,221.0,221.0
5105 AAB,Renault Megane MB4 (Fase 2) R.S. TCe 221 kW (300CV) GPF (SEMI: 2RS1 M8M6TS),E,8.0,8.3,182.0,188.0,Gasolina,221.0,221.0
5106 AAB,Renault Megane MB4 (Fase 2) R.S. TCe 221 kW (300CV) GPF (SEMI:2RS1 M8M6TS opc RALU19),E,8.0,8.3,182.0,188.0,Gasolina,221.0,221.0
5107 AAB,Renault Megane MB4 (Fase 2) R.S. Trophy TCe 221 kW (300CV) EDC GPF (SEMI:2TPY M8A6TS),E,8.3,8.6,189.0,195.0,Gasolina,221.0,221.0
5108 AAB,Renault Megane MB4 (Fase 2) R.S. Trophy TCe 221 kW (300CV) GPF (SEMI:2TPY M8M6TS),E,8.0,8.3,182.0,188.0,Gasolina,221.0,221.0
5109 AAB,"Renault Megane MB4 (Fase 2) TCe 103 kW (140 cv) EDC GPF (SEMI: 2EA3 NBA6TS RALU16 ,2EA3 NBA6TS opc RALU17)",C,6.0,6.6,137.0,150.0,Gasolina,103.0,103.0
